application_id,company,role,job_location,geo_region,seniority,role_type,salary_min,salary_max,salary_currency,jd_authorship,stakeholder_orientation,autonomy_level,greenfield_vs_fix,velocity_vs_rigour,domain_risk,collaboration_width,data_team_maturity,urgency,language_gate_type,language_gate_languages,interview_stages,has_dbt,has_spark,has_python,has_sql,has_airflow,has_dagster,has_prefect,has_snowflake,has_databricks,has_bigquery,has_redshift,has_duckdb,has_kafka,has_terraform,has_looker,has_tableau,has_power_bi,has_great_expectations,has_soda
2026-06-30_doodle_growth-analytics-engineer,Doodle,Growth Analytics Engineer,"Berlin, London (Hybrid)",berlin,senior,analytics_engineering_bi,,,,mixed,mixed,strategic,mixed,mixed,moderate,2,mid,standard,none,,6,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
2026-06-30_finom_senior-analytics-engineer,Finom,Senior Analytics Engineer,Spain / Poland / Serbia / Slovenia (Remote),global_remote,senior,analytics_engineering_bi,,,,mixed,internal_data,strategic,greenfield,rigour,high,3,early,standard,none,,,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2026-06-30_fyld_analytics-engineer,Fyld,Analytics Engineer,"Lisbon Metropolitan Area, Portugal",other,mid,analytics_engineering_bi,,,,recruiter,internal_data,execution,mixed,rigour,moderate,0,mid,standard,hard,,,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2026-06-30_hilo-by-aktiia_bi-strategic-analytics-lead,Hilo by Aktiia,BI & Strategic Analytics Lead (m/f/d),Germany (Berlin),berlin,senior,analytics_engineering_bi,,,,mixed,mixed,strategic,mixed,rigour,high,5,mid,standard,none,,,False,False,True,True,False,False,False,True,False,True,True,False,False,False,False,True,True,False,False
2026-06-30_limeflight_senior-data-analytics-engineer,LimeFlight,Senior Data & Analytics Engineer,"Europe, 100% remote",global_remote,senior,analytics_engineering_bi,,,,hiring_manager,mixed,strategic,fix_scale,rigour,moderate,1,mid,standard,hard,,4,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
2026-06-30_louis-dreyfus-company_data-analytics-engineer-finance-systems,Louis Dreyfus Company,Data & Analytics Engineer - Finance Systems,"Sofia, Bulgaria",other,junior,analytics_engineering_bi,,,,hiring_manager,finance,execution,fix_scale,rigour,high,3,mid,standard,none,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
2026-06-30_plain-concepts_bi-specialist,Plain Concepts,BI Specialist,Portugal (remote/hybrid not specified),global_remote,mid,analytics_engineering_bi,,,,recruiter,internal_data,mixed,mixed,rigour,moderate,1,mid,standard,hard,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False
2026-06-30_van-in-sanoma_business-intelligence-analyst,Van In (Sanoma Learning),Business Intelligence Analyst,"Wommelgem, Belgium / Den Bosch, Netherlands (hybrid)",other_europe,mid,analytics_engineering_bi,,,,mixed,internal_data,mixed,mixed,rigour,low,2,mid,standard,soft,French,,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2026-07-01_airalo_analytics-engineering-manager,Airalo,Analytics Engineering Manager,Remote (Spain / United Kingdom),global_remote,manager,team_lead,110000,140000,GBP,hiring_manager,internal_data,strategic,mixed,mixed,moderate,3,mid,standard,none,,,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2026-07-01_aptrack_senior-bi-architect,Aptrack (client undisclosed),Senior BI Architect,"Dublin 8, Ireland (Hybrid)",other,staff,analytics_engineering_bi,,,,hiring_manager,internal_data,strategic,greenfield,rigour,moderate,0,mature,standard,none,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2026-07-01_awin_analytical-engineer,Awin,Analytical Engineer,"Iași, Romania or Warsaw, Poland (Hybrid)",other,mid,analytics_engineering_bi,,,,hiring_manager,internal_data,strategic,mixed,rigour,moderate,3,mid,standard,none,,,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
2026-07-01_bitpanda_analytics-engineer-dbt-business-intelligence,Bitpanda,"Analytics Engineer, dbt (Business Intelligence)","Vienna, Vienna, Austria",other,mid,analytics_engineering_bi,,,,mixed,mixed,mixed,fix_scale,rigour,high,5,mid,standard,none,,,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2026-07-01_booking-com_data-analytics-engineer-ii,Booking.com,Data Analytics Engineer II,"Amsterdam, Netherlands",other_europe,mid,data_engineering,,,,mixed,internal_data,mixed,mixed,rigour,high,4,mature,standard,none,,,False,True,True,True,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False
2026-07-01_darwin_senior-analytics-engineer,Darwin (via Aplitrak),Senior Analytics Engineer,"Amsterdam, Netherlands (Hybrid)",other_europe,senior,analytics_engineering_bi,6500,7250,EUR,hiring_manager,internal_data,strategic,greenfield,rigour,moderate,1,early,standard,none,,,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False
2026-07-01_deloitte_analytics-engineer,Deloitte,Analytics Engineer,"Madrid, Spain (Hybrid)",other_europe,mid,analytics_engineering_bi,,,,mixed,commercial,mixed,mixed,rigour,high,1,mature,standard,none,,,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False
2026-07-01_emagine_senior-bi-analyst,emagine,Senior BI Analyst,Not stated in JD,other,senior,analytics_engineering_bi,,,,hiring_manager,mixed,execution,fix_scale,rigour,high,2,mature,standard,none,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2026-07-01_entain_analytics-engineer-bi,Entain,Analytics Engineer (BI),Not stated in JD,other,mid,analytics_engineering_bi,,,,hiring_manager,internal_data,mixed,fix_scale,rigour,high,2,mid,standard,none,,,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False
2026-07-01_finanz-informatik_bi-engineer,Finanz Informatik,BI Engineer,"Hannover, Münster, or Frankfurt, Germany",other_europe,mid,analytics_engineering_bi,,,,recruiter,internal_data,mixed,fix_scale,rigour,high,0,mature,standard,none,,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2026-07-01_gemma-analytics_ai-analytics-engineer,Gemma Analytics,AI & Analytics Engineer,"Berlin, Germany",berlin,mid,analytics_engineering_bi,56700,69300,EUR,recruiter,commercial,mixed,mixed,mixed,moderate,1,mid,standard,hard,German,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2026-07-01_goodgame-studios_senior-ai-data-analytics-engineer,Goodgame Studios,Senior AI Data & Analytics Engineer,Not stated in JD,other,senior,analytics_engineering_bi,,,,hiring_manager,product,strategic,greenfield,mixed,moderate,2,early,standard,none,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2026-07-01_henkel_business-intelligence-developer,Henkel,Business Intelligence Developer,"Bratislava, Slovakia (Hybrid)",other,mid,analytics_engineering_bi,2000,2600,EUR,mixed,finance,execution,fix_scale,rigour,high,2,mature,standard,none,,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2026-07-01_hovione_data-analytics-engineer,Hovione,Data & Analytics Engineer,"Lisbon, Portugal",other,mid,analytics_engineering_bi,,,,mixed,internal_data,mixed,mixed,rigour,high,0,mid,standard,soft,Portuguese,,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2026-07-01_hse24_junior-expert-bi-analytics,HSE24,Junior Expert BI & Analytics,"Munich, Germany (Hybrid, 2 days on-site)",other_europe,junior,analytics_engineering_bi,,,,hiring_manager,internal_data,mixed,fix_scale,rigour,moderate,2,mid,standard,soft,German,,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False
2026-07-01_jtl-software_senior-analytics-engineer,JTL Software,Senior Analytics Engineer,Remote (Germany),global_remote,senior,analytics_engineering_bi,,,,hiring_manager,product,strategic,greenfield,rigour,moderate,3,early,standard,hard,German,,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2026-07-01_pfh-technology-group_senior-business-intelligence-analyst,PFH Technology Group,Senior Business Intelligence Analyst,"Dublin, County Dublin, Ireland (Hybrid)",other,senior,analytics_engineering_bi,,,,mixed,mixed,execution,mixed,rigour,high,2,mature,urgent,none,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2026-07-01_retail-consult_data-analytics-engineer,Retail Consult,Data & Analytics Engineer,"Maia, Porto, Portugal",other,mid,analytics_engineering_bi,,,,recruiter,mixed,mixed,mixed,rigour,moderate,4,mid,standard,none,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2026-07-01_size-up-consulting_senior-analytics-engineer,Size Up Consulting,Senior Analytics Engineer,"Paris, Île-de-France, France",other_europe,senior,analytics_engineering_bi,,,,recruiter,internal_data,mixed,fix_scale,rigour,moderate,3,mature,standard,none,,,True,False,True,True,True,False,False,True,True,True,False,False,False,False,True,True,True,False,False
2026-07-01_too-good-to-go_bi-developer,Too Good To Go,BI Developer,"Copenhagen, Denmark (Hybrid)",nordics,mid,analytics_engineering_bi,,,,hiring_manager,internal_data,strategic,mixed,rigour,moderate,1,mid,standard,none,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2026-07-01_top-doctors-group_analytics-engineer-dbt-expert,Top Doctors Group,Analytics Engineer - dbt Expert,Spain (fully remote),global_remote,mid,analytics_engineering_bi,33000,38000,EUR,hiring_manager,internal_data,mixed,fix_scale,rigour,high,2,mid,standard,none,,,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2026-07-02_acronis_senior-business-intelligence-analyst,Acronis,Senior Business Intelligence Analyst,"Bulgaria (Remote options: Serbia, Romania, Italy, Poland, Greece)",global_remote,manager,team_lead,,,,hiring_manager,internal_data,strategic,fix_scale,mixed,moderate,0,mature,standard,hard,English,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2026-07-02_amazon_business-intelligence-engineer-whs-data,Amazon EU Sarl,"Business Intelligence Engineer, WHS Data",Luxembourg,other,mid,analytics_engineering_bi,,,,mixed,internal_data,mixed,mixed,rigour,moderate,1,mature,standard,none,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2026-07-02_archer-recruitment_senior-analytics-engineer-dbt-snowflake,"Archer Recruitment (client, undisclosed)",Senior Analytics Engineer (dbt & Snowflake),"Dublin, Ireland",other,senior,analytics_engineering_bi,80000,95000,EUR,hiring_manager,internal_data,strategic,mixed,rigour,moderate,0,mid,standard,none,,,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2026-07-02_asics_senior-business-intelligence-engineer,ASICS,Senior Business Intelligence Engineer,"Hoofddorp, Netherlands",other_europe,senior,analytics_engineering_bi,,,,mixed,internal_data,strategic,fix_scale,rigour,moderate,0,mature,standard,none,,,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2026-07-02_bose_data-analytics-engineer,Bose Corporation,Data Analytics Engineer,"Lisboa, Portugal",other,junior,analytics_engineering_bi,,,,hiring_manager,internal_data,execution,mixed,rigour,moderate,3,mature,standard,hard,English,,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2026-07-02_bridgerpay_senior-analytics-engineer,BridgerPay,Senior Analytics Engineer,"Limassol, Cyprus",other,senior,analytics_engineering_bi,,,,hiring_manager,internal_data,strategic,greenfield,rigour,high,0,early,standard,hard,,,True,False,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2026-07-02_enza-zaden_senior-analytics-engineer,Enza Zaden,Senior Analytics Engineer,"Enkhuizen, Netherlands",other_europe,senior,analytics_engineering_bi,5104,7291,EUR,hiring_manager,internal_data,strategic,mixed,rigour,low,4,mature,standard,none,,,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2026-07-02_fullenrich_analytics-engineer,FullEnrich,Analytics Engineer,"Paris, France",other_europe,senior,analytics_engineering_bi,,,,hiring_manager,mixed,strategic,greenfield,mixed,moderate,5,early,standard,none,,3,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2026-07-02_funke-medien_analytics-engineer,FUNKE Mediengruppe,Analytics Engineer (m/w/d),"Berlin/Hamburg, Germany",berlin,mid,analytics_engineering_bi,,,,hiring_manager,commercial,mixed,mixed,mixed,moderate,1,mid,standard,hard,German,,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2026-07-02_gerolsteiner_data-analytics-engineer,Gerolsteiner Brunnen GmbH & Co. KG,Data & Analytics Engineer (m/w/d),"Gerolstein, Germany",other,mid,analytics_engineering_bi,,,,hiring_manager,internal_data,execution,mixed,mixed,moderate,0,mid,standard,hard,German,,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2026-07-02_ig-group_analytics-engineer,IG Group,Analytics Engineer,"Krakow, Poland",other,mid,analytics_engineering_bi,15000,,PLN,hiring_manager,internal_data,execution,mixed,rigour,high,4,mature,standard,none,,,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2026-07-02_ijsvogel-retail_analytics-engineer,IJsvogel Retail (Pets Place Boerenbond),Analytics Engineer,"Ede, Netherlands",other_europe,mid,analytics_engineering_bi,3800,6200,EUR,hiring_manager,internal_data,mixed,fix_scale,rigour,moderate,0,mid,standard,none,,,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2026-07-02_mr-marvis_senior-analytics-engineer,MR MARVIS,Senior Analytics Engineer,"Amsterdam, Netherlands",other_europe,senior,analytics_engineering_bi,,,,hiring_manager,internal_data,strategic,mixed,rigour,moderate,1,mid,standard,none,,,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False
2026-07-02_photowall_analytics-engineer,Photowall,Analytics Engineer,"Stockholm, Hybrid",nordics,mid,analytics_engineering_bi,,,,hiring_manager,commercial,mixed,mixed,mixed,moderate,2,mid,standard,none,,,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2026-07-02_sii-poland_data-analytics-engineer,Sii Poland,Data Analytics Engineer (f/m/x),Poland (Remote/Hybrid/Office),global_remote,senior,analytics_engineering_bi,,,,hiring_manager,internal_data,execution,fix_scale,rigour,high,3,mid,standard,hard,Polish,,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2026-07-02_sosafe_senior-analytics-engineer,SoSafe,Senior Analytics Engineer,UK/Ireland/Portugal (Remote),global_remote,senior,analytics_engineering_bi,,,,hiring_manager,internal_data,strategic,mixed,rigour,moderate,2,mid,standard,hard,English,,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False
2026-07-02_xomnia_data-analytics-engineer,Xomnia,Data Analytics Engineer,"Amsterdam, Netherlands",other_europe,mid,analytics_engineering_bi,3800,6200,EUR,mixed,commercial,execution,mixed,mixed,moderate,1,mid,standard,hard,Dutch,,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False
2026-07-03_block-labs_business-intelligence-analyst,Block Labs,Business Intelligence Analyst,Remote,global_remote,mid,analytics_engineering_bi,,,,hiring_manager,mixed,strategic,fix_scale,rigour,high,3,early,standard,none,,,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
2026-07-03_bravida_analytics-engineer,Bravida,Analytics Engineer,"Stockholm, Sweden",nordics,mid,analytics_engineering_bi,,,,hiring_manager,internal_data,mixed,fix_scale,rigour,moderate,3,mid,standard,soft,Swedish,,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2026-07-03_decathlon-digital_senior-bi-analytics-engineer-circularity,Decathlon Digital FR,Senior BI & Analytics Engineer - Circularity,"Paris, France; Villeneuve-d'Ascq (Lille), France",other_europe,senior,analytics_engineering_bi,,,,hiring_manager,internal_data,execution,fix_scale,rigour,moderate,1,mid,standard,hard,English,,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2026-07-03_enza-zaden_senior-analytics-engineer,Enza Zaden,Senior Analytics Engineer,"Enkhuizen, The Netherlands",other_europe,senior,analytics_engineering_bi,5104,7291,EUR,hiring_manager,internal_data,strategic,fix_scale,rigour,moderate,2,mature,standard,hard,"Dutch, English",,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2026-07-03_eraneos_analytics-engineer,Eraneos,Analytics Engineer,"Hamburg, Munich, Düsseldorf, remote",hamburg,mid,analytics_engineering_bi,,,,hiring_manager,internal_data,execution,fix_scale,rigour,moderate,2,mid,standard,hard,"German, English",,True,False,True,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False
2026-07-03_fp-markets_senior-analytics-engineer,FP Markets,Senior Analytics Engineer,"Limassol, Cyprus",other,senior,analytics_engineering_bi,,,,hiring_manager,finance,strategic,greenfield,rigour,high,4,early,standard,none,,4,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
2026-07-03_ilionx_data-analytics-engineer,ilionx,Data Analytics Engineer,"Greater Groningen Area, Netherlands",other_europe,mid,analytics_engineering_bi,3500,6500,EUR,hiring_manager,mixed,mixed,mixed,mixed,moderate,2,mid,standard,hard,Dutch,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2026-07-03_jacobs_analytics-engineer,Jacobs,Analytics Engineer,"Dublin, Ireland",other,mid,analytics_engineering_bi,,,,hiring_manager,internal_data,strategic,greenfield,rigour,moderate,2,early,standard,none,,,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2026-07-03_keyrock_senior-data-engineer,Keyrock,Senior Data Engineer,Remote,global_remote,senior,data_engineering,,,,hiring_manager,finance,strategic,greenfield,rigour,high,6,early,standard,none,,,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
2026-07-03_lovable_analytics-engineer-marketing,Lovable,"Analytics Engineer, Marketing",Stockholm,nordics,mid,analytics_engineering_bi,,,,hiring_manager,commercial,strategic,mixed,rigour,moderate,2,early,standard,none,,,True,False,False,True,False,False,False,True,True,True,True,False,False,True,True,True,True,False,False
2026-07-03_novibet_analytics-engineer,Novibet,Analytics Engineer,"Athens, Greece",other,mid,analytics_engineering_bi,,,,hiring_manager,internal_data,execution,fix_scale,rigour,high,1,mid,standard,none,,,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
2026-07-03_paddle_senior-analytics-engineer-marketing,Paddle,Senior Analytics Engineer - Marketing,UK; Ireland; Portugal,uk_remote,senior,analytics_engineering_bi,,,,hiring_manager,commercial,execution,fix_scale,rigour,moderate,5,mature,standard,none,,,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False
2026-07-03_planet_analytics-engineer-ii,Planet,Associate Analytics Engineer II,"Porto, Portugal",other,mid,analytics_engineering_bi,,,,hiring_manager,internal_data,execution,fix_scale,rigour,moderate,2,mature,standard,none,,,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2026-07-03_relyzit_analytics-engineer-freelance,RELYzIT Talent (VRT),Analytics Engineer (Freelance),Belgium,other,mid,analytics_engineering_bi,,,,recruiter,internal_data,execution,fix_scale,rigour,moderate,2,mid,standard,hard,Dutch,,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2026-07-03_riskpoint-group_business-intelligence-bi-developer,The RiskPoint Group,Business Intelligence (BI) Developer,"Copenhagen, Denmark",nordics,senior,analytics_engineering_bi,,,,recruiter,internal_data,execution,mixed,mixed,moderate,2,early,urgent,hard,"English, Danish",,True,True,True,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False
2026-07-03_telenet_analytics-engineer,Telenet,Analytics Engineer,"Mechelen, Belgium",other,mid,analytics_engineering_bi,,,,hiring_manager,internal_data,strategic,mixed,rigour,moderate,3,mid,standard,hard,"Dutch, English",,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2026-07-03_voyado_analytics-engineer,Voyado,Analytics Engineer,Stockholm,nordics,mid,analytics_engineering_bi,,,,hiring_manager,internal_data,execution,fix_scale,rigour,moderate,1,mature,standard,none,,,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
2026-07-03_whow-games_senior-analytics-engineer-monetization,Whow Games,Senior Analytics Engineer - Monetization,"Hamburg, Germany",hamburg,senior,analytics_engineering_bi,70000,80000,EUR,mixed,commercial,mixed,fix_scale,mixed,moderate,2,mid,standard,soft,German,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
